athlete_full_name,games_participations,first_game,athlete_year_birth,athlete_medals,athletes_age
Irina TCHACHINA,1,Athens 2004,1982.0,"


1

S

",41
Mardy FISH,1,Athens 2004,1981.0,"


1

S

",42
Ivan LJUBICIC,2,Sydney 2000,1979.0,"


1

B

",44
Tommy HAAS,2,Sydney 2000,1978.0,"


1

S

",45
Tim HENMAN,3,Atlanta 1996,1974.0,"


1

S

",49
Mario ANCIC,2,Sydney 2000,1984.0,"


1

B

",39
Justine HENIN-HARDENNE,1,Athens 2004,1982.0,"


1

G

",41
Amelie MAURESMO,2,Sydney 2000,1979.0,"


1

S

",44
Lisa RAYMOND,2,Athens 2004,1973.0,"


1

B

",50
Paola SUAREZ,3,Sydney 2000,1976.0,"


1

B

",47
Conchita MARTINEZ,4,Barcelona 1992,1972.0,"


2

S



1

B

",51
Chengyi WANG,1,Athens 2004,1983.0,"


1

B

",40
Renata MAUER-ROZANSKA,4,Barcelona 1992,1969.0,"


2

G



1

B

",54
Olga KOUSNETSOVA,3,Atlanta 1996,1968.0,"


1

G

",55
Luna TAO,2,Sydney 2000,1974.0,"


1

G



1

S

",49
Jie LI,1,Athens 2004,1979.0,"


1

S

",44
Marko KEMPPAINEN,1,Athens 2004,1976.0,"


1

S

",47
James GRAVES,4,Barcelona 1992,1963.0,"


1

B

",60
E GAO,4,Seoul 1988,1962.0,"


2

B

",61
Pia HANSEN,2,Sydney 2000,1965.0,"


1

G

",58
Maria QUINTANAL ZUBIZARRETA,2,Atlanta 1996,1969.0,"


1

S

",54
Boris KOKOREV,5,Seoul 1988,1959.0,"


1

G

",64
Igor BASINSKI,4,Seoul 1988,1963.0,"


2

S



2

B

",60
Sorin BABII,6,Los Angeles 1984,1963.0,"


1

G



1

B

",60
Lance BADE,3,Atlanta 1996,1971.0,"


1

B

",52
Ian PEEL,3,Seoul 1988,1958.0,"


1

S

",65
Marco VENTURINI,4,Barcelona 1992,1960.0,"


1

B

",63
Yifu WANG,6,Los Angeles 1984,1960.0,"


2

G



3

S



1

B

",63
Zheng WANG,1,Athens 2004,1979.0,"


1

B

",44
Manfred KURZER,2,Sydney 2000,1970.0,"


1

G

",53
Alexander BLINOV,1,Athens 2004,1981.0,"


1

S

",42
Dimitri LYKIN,3,Atlanta 1996,1974.0,"


1

B

",49
Michael JAKOSITS,4,Barcelona 1992,1970.0,"


1

G

",53
Oleg MOLDOVAN,4,Seoul 1988,1966.0,"


1

S

",57
Miroslav JANUS,4,Barcelona 1992,1972.0,"


1

B

",51
Christian LUSCH,1,Athens 2004,1981.0,"


1

S

",42
Harald STENVAAG,6,Los Angeles 1984,1953.0,"


1

S



1

B

",70
Wolfram Jun. WAIBEL,4,Barcelona 1992,1970.0,"


1

S



1

B

",53
Jonas EDMAN,2,Sydney 2000,1967.0,"


1

G

",56
Sergei ALIFIRENKO,2,Sydney 2000,1959.0,"


1

G



1

B

",64
Alison SYDOR,4,Barcelona 1992,1966.0,"


1

S

",57
Barbara BLATTER,2,Sydney 2000,1970.0,"


1

S

",53
Paola PEZZO,3,Atlanta 1996,1969.0,"


2

G

",54
Bart BRENTJENS,4,Atlanta 1996,1968.0,"


1

G



1

B

",55
Thomas FRISCHKNECHT,3,Atlanta 1996,1970.0,"


1

S

",53
Miguel MARTINEZ,3,Atlanta 1996,1976.0,"


1

G



1

B

",47
Christoph SAUSER,3,Sydney 2000,1976.0,"


1

B

",47
Chris KAPPLER,1,Athens 2004,1967.0,"


1

G



1

S

",56
Otto BECKER,3,Barcelona 1992,1958.0,"


1

G



1

B

",65
Markus FUCHS,5,Seoul 1988,1955.0,"


1

S

",68
Stanny VAN PAESSCHEN,3,Montreal 1976,1957.0,"


1

B

",66
Peter WYLDE,1,Athens 2004,1965.0,"


1

G

",58
Eric NAVET,3,Los Angeles 1984,1959.0,"


1

B

",64
Gerardo TAZZER,4,Moscow 1980,1951.0,"


1

B

",72
Georgina HARLAND,1,Athens 2004,1978.0,"


1

B

",45
Kate ALLENBY,2,Sydney 2000,1974.0,"


1

B

",49
Libor CAPALINI,1,Athens 2004,1973.0,"


1

B

",50
Vakhtang IAGORASHVILI,3,Seoul 1988,1964.0,"


1

B

",59
Alexander PARYGIN,2,Atlanta 1996,1973.0,"


1

G

",50
Monica ROSU,1,Athens 2004,1987.0,"


2

G

",36
Annia HATCH,1,Athens 2004,1978.0,"


2

S

",45
Elena ZAMOLODCHIKOVA,2,Sydney 2000,1982.0,"


2

G



1

S



1

B

",41
Dimosthenis TAMPAKOS,2,Sydney 2000,1976.0,"


1

G



1

S

",47
Juri CHECHI,3,Seoul 1988,1969.0,"


1

G



1

B

",54
Paul HAMM,2,Sydney 2000,1982.0,"


1

G



2

S

",41
Ioan Silviu SUCIU,2,Sydney 2000,1977.0,"


1

B

",46
Brett MCCLURE,1,Athens 2004,1981.0,"


1

S

",42
Roman ZOZULIA,2,Sydney 2000,1979.0,"


1

S

",44
Isao YONEDA,1,Athens 2004,1977.0,"


1

G



1

B

",46
Alexei BONDARENKO,2,Sydney 2000,1978.0,"


1

S



1

B

",45
Ruslan MYEZYENTSEV,2,Sydney 2000,1981.0,"


1

S

",42
Igors VIHROVS,2,Sydney 2000,1978.0,"


1

G

",45
Dan Nicolae POTRA,1,Athens 2004,1978.0,"


1

B

",45
Naoya TSUKAHARA,3,Atlanta 1996,1977.0,"


1

G

",46
Takehiro KASHIMA,2,Athens 2004,1980.0,"


1

G



1

S



1

B

",43
Guard YOUNG,1,Athens 2004,1977.0,"


1

S

",46
Aowei XING,2,Sydney 2000,1982.0,"


1

G

",41
Razvan Dorin SELARIU,2,Athens 2004,1983.0,"


1

B

",40
Blaine WILSON,3,Atlanta 1996,1974.0,"


1

S

",49
Haibin TENG,1,Athens 2004,1985.0,"


1

G

",38
Morgan HAMM,2,Sydney 2000,1982.0,"


1

S

",41
Hisashi MIZUTORI,1,Athens 2004,1980.0,"


1

G

",43
Daisuke NAKANO,1,Athens 2004,1982.0,"


1

G

",41
Jason GATSON,1,Athens 2004,1980.0,"


1

S

",43
Kyle SHEWFELT,3,Sydney 2000,1982.0,"


1

G

",41
Marius Daniel URZICA,3,Atlanta 1996,1975.0,"


1

G



2

S



1

B

",48
Valeriy GONCHAROV,3,Sydney 2000,1977.0,"


1

G



1

S

",46
Alexei NEMOV,3,Atlanta 1996,1976.0,"


4

G



2

S



6

B

",47
Evgeni SAPRONENKO,1,Athens 2004,1978.0,"


1

S

",45
Daniel POPESCU,2,Athens 2004,1983.0,"


1

B

",40
Carly PATTERSON,1,Athens 2004,1988.0,"


1

G



2

S

",35
Alexandra Georgiana EREMIA,1,Athens 2004,1987.0,"


1

G



1

B

",36
Courtney KUPETS,1,Athens 2004,1986.0,"


1

S



1

B

",37
Nan ZHANG,1,Athens 2004,1986.0,"


1

B

",37
Nicoleta Daniela SOFRONIE,1,Athens 2004,1988.0,"


1

G



1

S

",35
Patricia MORENO,1,Athens 2004,1988.0,"


1

B

",35
Mohini BHARDWAJ,1,Athens 2004,1978.0,"


1

S

",45
Svetlana KHORKINA,3,Atlanta 1996,1979.0,"


2

G



4

S



1

B

",44
Emilie LEPENNEC,1,Athens 2004,1987.0,"


1

G

",36
Terin HUMPHREY,1,Athens 2004,1986.0,"


2

S

",37
Vladislav TRETIAK,1,Athens 2004,1980.0,"


1

B

",43
Gael TOUYA,1,Athens 2004,1973.0,"


1

G

",50
Damien TOUYA,3,Atlanta 1996,1975.0,"


1

G



1

S



1

B

",48
Gianpiero PASTORE,3,Sydney 2000,1976.0,"


1

S



1

B

",47
Marcel FISCHER,2,Sydney 2000,1978.0,"


1

G

",45
Pavel KOLOBKOV,5,Seoul 1988,1969.0,"


1

G



2

S



3

B

",54
Eric BOISSE,1,Athens 2004,1980.0,"


1

G

",43
Daniel STRIGEL,2,Sydney 2000,1975.0,"


1

B

",48
Sven SCHMID,1,Athens 2004,1978.0,"


1

B

",45
Ivan KOVACS,5,Barcelona 1992,1970.0,"


2

S

",53
Hughes OBRY,2,Sydney 2000,1973.0,"


1

G



2

S

",50
Laura Gabriela CARLESCU BADEA,4,Barcelona 1992,1970.0,"


1

G



1

S



1

B

",53
Roxana SCARLAT,2,Atlanta 1996,1975.0,"


1

S

",48
Svetlana BOYKO,4,Atlanta 1996,1972.0,"


1

G

",51
Timea NAGY,3,Atlanta 1996,1970.0,"


2

G

",53
Maureen NISIMA,1,Athens 2004,1981.0,"


2

B

",42
Claudia BOKEL,3,Atlanta 1996,1973.0,"


1

S

",50
Oksana JERMAKOVA,3,Atlanta 1996,1973.0,"


2

G

",50
Simone VANNI,1,Athens 2004,1979.0,"


1

G

",44
Hanxiong WU,1,Athens 2004,1981.0,"


1

S

",42
Ralf BISSDORF,2,Sydney 2000,1971.0,"


1

S

",52
Haibin WANG,4,Barcelona 1992,1973.0,"


2

S

",50
Zhaozhi DONG,3,Atlanta 1996,1973.0,"


2

S

",50
Andre WESSELS,2,Athens 2004,1981.0,"


1

B

",42
Benoit PESCHIER,1,Athens 2004,1980.0,"


1

G

",43
Thomas SCHMIDT,2,Sydney 2000,1976.0,"


1

G

",47
Pierpaolo FERRAZZI,4,Barcelona 1992,1965.0,"


1

G



1

B

",58
Stefan PFANNMOELLER,2,Sydney 2000,1980.0,"


1

B

",43
Rebecca GIDDENS,2,Sydney 2000,1977.0,"


1

S

",46
Helen REEVES,1,Athens 2004,1980.0,"


1

B

",43
Vitali TAJBERT,1,Athens 2004,1982.0,"


1

B

",41
Seok Hwan JO,2,Sydney 2000,1979.0,"


1

B

",44
Somluck KAMSING,4,Barcelona 1992,1972.0,"


1

G

",51
Lorenzo ARAGON,2,Atlanta 1996,1974.0,"


1

S

",49
Oleg SAITOV,3,Atlanta 1996,1974.0,"


2

G



1

B

",49
Yan BHARTELEMY VARELA,1,Athens 2004,1980.0,"


1

G

",43
Atagun YALCINKAYA,1,Athens 2004,1986.0,"


1

S

",37
Sergey KAZAKOV,2,Sydney 2000,1976.0,"


1

B

",47
Mario Cesar KINDELAN MESA,2,Sydney 2000,1971.0,"


2

G

",52
Amir KHAN,1,Athens 2004,1986.0,"


1

S

",37
Serik YELEUOV,1,Athens 2004,1980.0,"


1

B

",43
Murat KHRACHEV,1,Athens 2004,1983.0,"


1

B

",40
Yudel JOHNSON CEDENO,1,Athens 2004,1981.0,"


1

S

",42
Alexander MALETIN,2,Sydney 2000,1975.0,"


1

B

",48
Odlanier SOLIS FONTE,1,Athens 2004,1980.0,"


1

G

",43
Naser AL SHAMI,1,Athens 2004,1982.0,"


1

B

",41
Alexander POVETKIN,1,Athens 2004,1979.0,"


1

G

",44
Mohamed ALY,1,Athens 2004,1975.0,"


1

S

",48
Michel LOPEZ NUNEZ,1,Athens 2004,1976.0,"


1

B

",47
Mukhtarkhan DILDABEKOV,2,Sydney 2000,1976.0,"


1

S

",47
Sebastian KOEBER,2,Sydney 2000,1979.0,"


1

B

",44
Rustam SAIDOV,2,Sydney 2000,1978.0,"


1

B

",45
Guillermo RIGONDEAUX ORTIZ,2,Sydney 2000,1980.0,"


2

G

",43
Yuriorkis GAMBOA TOLEDANO,1,Athens 2004,1981.0,"


1

G

",42
Fuad ASLANOV,1,Athens 2004,1976.0,"


1

B

",47
Gaydarbek GAYDARBEKOV,2,Sydney 2000,1976.0,"


1

G



1

S

",47
Gennadiy GOLOVKIN,1,Athens 2004,1982.0,"


1

S

",41
Andre DIRRELL,1,Athens 2004,1983.0,"


1

B

",40
Suriya PRASATHINPHIMAI,1,Athens 2004,1980.0,"


1

B

",43
Marian SIMION,3,Atlanta 1996,1975.0,"


1

S



1

B

",48
Andre WARD,1,Athens 2004,1984.0,"


1

G

",39
Magomed ARIPHAJIYEV,2,Sydney 2000,1977.0,"


1

S

",46
Utkirbek HAYDAROV,2,Sydney 2000,1974.0,"


1

B

",49
Ahmed ISMAIL,1,Athens 2004,1975.0,"


1

B

",48
Andriy FEDCHUK,2,Sydney 2000,1980.0,"


1

B

",43
Seung-Mo SHON,2,Sydney 2000,1980.0,"


1

S

",43
Mi ZHOU,1,Athens 2004,1979.0,"


1

B

",44
Camilla MARTIN,4,Barcelona 1992,1974.0,"


1

S

",49
Gal FRIDMAN,2,Atlanta 1996,1975.0,"


1

G



1

B

",48
Lars Detlef KLEPPICH,3,Barcelona 1992,1967.0,"


1

B

",56
Mateusz KUSZNIEREWICZ,5,Atlanta 1996,1975.0,"


1

G



1

B

",48
Sebastien GODEFROID,4,Atlanta 1996,1971.0,"


1

S

",52
Siren SUNDBY,3,Sydney 2000,1982.0,"


1

G

",41
Lenka SMIDOVA,3,Sydney 2000,1975.0,"


1

S

",48
Signe LIVBJERG,1,Athens 2004,1980.0,"


1

B

",43
Serena AMATO,3,Atlanta 1996,1974.0,"


1

B

",49
Virginia KRAVARIOTI,2,Athens 2004,1984.0,"


1

B

",39
Michael BLACKBURN,3,Atlanta 1996,1970.0,"


1

B

",53
Lai Shan LEE,4,Barcelona 1992,1970.0,"


1

G

",53
Amelie LUX,2,Sydney 2000,1977.0,"


1

S

",46
Lishi LAO,1,Athens 2004,1987.0,"


1

G



1

S

",36
Loudy TOURKY,4,Atlanta 1996,1979.0,"


2

B

",44
Ting LI,1,Athens 2004,1987.0,"


1

G

",36
Olena ZHUPINA,3,Atlanta 1996,1973.0,"


1

B

",50
Bo PENG,1,Athens 2004,1981.0,"


1

G

",42
Feng WANG,2,Athens 2004,1979.0,"


1

G

",44
Fernando PLATAS,4,Barcelona 1992,1973.0,"


1

S

",50
Steven BARNETT,1,Athens 2004,1979.0,"


1

B

",44
Andreas WELS,3,Atlanta 1996,1975.0,"


1

S

",48
Tobias SCHELLENBERG,1,Athens 2004,1978.0,"


1

S

",45
Nikolaos SIRANIDIS,3,Atlanta 1996,1976.0,"


1

G

",47
Jia HU,2,Sydney 2000,1983.0,"


1

G



2

S

",40
Liang TIAN,3,Atlanta 1996,1979.0,"


2

G



1

S



1

B

",44
Leon TAYLOR,3,Atlanta 1996,1977.0,"


1

S

",46
Heiko MEYER,2,Sydney 2000,1976.0,"


1

B

",47
Dmitriy DOBROSKOK,2,Athens 2004,1984.0,"


1

B

",39
Vera ILYINA,4,Barcelona 1992,1974.0,"


1

G



1

S

",49
Irina LASHKO,4,Seoul 1988,1973.0,"


2

S



1

B

",50
Ganna SOROKINA,2,Sydney 2000,1976.0,"


1

B

",47
Heike FISCHER,2,Athens 2004,1982.0,"


1

B

",41
Yuki YOKOSAWA,1,Athens 2004,1980.0,"


1

S

",43
Amarilys SAVON,4,Barcelona 1992,1974.0,"


3

B

",49
Daima Mayelis BELTRAN,2,Sydney 2000,1972.0,"


2

S

",51
Fuming SUN,2,Atlanta 1996,1974.0,"


1

G



1

B

",49
Indrek PERTELSON,4,Barcelona 1992,1971.0,"


2

B

",52
Vitaliy MAKAROV,2,Sydney 2000,1974.0,"


1

S

",49
James PEDRO,4,Barcelona 1992,1970.0,"


2

B

",53
Noriko ANNO,3,Atlanta 1996,1976.0,"


1

G

",47
Xia LIU,1,Athens 2004,1979.0,"


1

S

",44
Yurisel LABORDE,1,Athens 2004,1979.0,"


1

B

",44
Celine LEBRUN,2,Sydney 2000,1976.0,"


1

S

",47
Michael JURACK,1,Athens 2004,1979.0,"


1

B

",44
Dongya QIN,2,Sydney 2000,1979.0,"


1

B

",44
Jozef KRNAC,1,Athens 2004,1977.0,"


1

S

",46
Georgi GEORGIEV,2,Sydney 2000,1976.0,"


1

B

",47
Tadahiro NOMURA,3,Atlanta 1996,1974.0,"


3

G

",49
Julia MATIJASS,1,Athens 2004,1973.0,"


1

B

",50
Feng GAO,1,Athens 2004,1982.0,"


1

B

",41
Flavio CANTO,2,Atlanta 1996,1975.0,"


1

B

",48
Zurab ZVIADAURI,1,Athens 2004,1981.0,"


1

G

",42
Khasanbi TAOV,1,Athens 2004,1977.0,"


1

B

",46
Caroline BRUNET,5,Seoul 1988,1969.0,"


2

S



1

B

",54
Martin DOKTOR,3,Atlanta 1996,1974.0,"


2

G

",49
Nathan BAGGALEY,2,Sydney 2000,1975.0,"


2

S

",48
Roland KOKENY,3,Sydney 2000,1975.0,"


1

G

",48
Emanuel SILVA,5,Athens 2004,1985.0,"


1

S

",38
Bjorn GOLDSCHMIDT,2,Athens 2004,1979.0,"


1

B

",44
Stephen GILES,4,Barcelona 1992,1972.0,"


1

B

",51
Ian WYNNE,2,Sydney 2000,1973.0,"


1

B

",50
Lutz ALTEPOST,2,Athens 2004,1981.0,"


1

B

",42
Andrea FACCHIN,2,Athens 2004,1978.0,"


1

B

",45
Hamish CARTER,2,Sydney 2000,1971.0,"


1

G

",52
Loretta HARROP,2,Sydney 2000,1975.0,"


1

S

",48
Susan WILLIAMS,1,Athens 2004,1969.0,"


1

B

",54
Brigitte MCMAHON,2,Sydney 2000,1967.0,"


1

G

",56
Sven HANNAWALD,2,Nagano 1998,1974.0,"


1

G



2

S

",49
Stefan HORNGACHER,3,Lillehammer 1994,1969.0,"


2

B

",54
Kazuyoshi FUNAKI,2,Nagano 1998,1975.0,"


2

G



1

S

",48
Stephan HOCKE,1,Salt Lake City 2002,1983.0,"


1

G

",40
Peter ZONTA,2,Nagano 1998,1979.0,"


1

B

",44
Martin HOELLWARTH,3,Albertville 1992,1974.0,"


3

S



1

B

",49
Damjan FRAS,2,Albertville 1992,1973.0,"


1

B

",50
Tommy INGEBRIGTSEN,2,Salt Lake City 2002,1977.0,"


1

B

",46
Veli-Matti LINDSTROEM,1,Salt Lake City 2002,1983.0,"


1

S

",40
Toni NIEMINEN,2,Albertville 1992,1975.0,"


2

G



1

B

",48
Christof DUFFNER,3,Albertville 1992,1971.0,"


1

G

",52
Veronica BRENNER,2,Nagano 1998,1974.0,"


1

S

",49
Hilde Synnove LID,4,Albertville 1992,1971.0,"


1

B

",52
Richard GAY,1,Salt Lake City 2002,1971.0,"


1

B

",52
Jonny MOSELEY,2,Nagano 1998,1975.0,"


1

G

",48
Jean-Luc BRASSARD,4,Albertville 1992,1972.0,"


1

G

",51
Magdalena FORSBERG,3,Albertville 1992,1967.0,"


2

B

",56
Corinne NIOGRET,4,Albertville 1992,1972.0,"


1

G



1

B

",51
Ann Elen SKJELBREID,3,Lillehammer 1994,1971.0,"


1

S



1

B

",52
Delphyne BURLET,3,Albertville 1992,1966.0,"


1

B

",57
Egil GJELLAND,2,Nagano 1998,1973.0,"


1

G



1

S

",50
Frank LUCK,4,Calgary 1988,1967.0,"


2

G



3

S

",56
Gilles MARGUET,1,Salt Lake City 2002,1967.0,"


1

B

",56
Tord WIKSTEN,3,Albertville 1992,1971.0,"


1

B

",52
Ville RÄIKKÖNEN,2,Nagano 1998,1972.0,"


1

B

",51
Markus PROCK,6,Sarajevo 1984,1964.0,"


2

S



1

B

",59
Barbara NIEDERNHUBER,2,Nagano 1998,1974.0,"


2

S

",49
Angelika NEUNER,4,Albertville 1992,1969.0,"


1

S



1

B

",54
Alexei YAGUDIN,2,Nagano 1998,1980.0,"


1

G

",43
Timothy GOEBEL,1,Salt Lake City 2002,1980.0,"


1

B

",43
Elvis STOJKO,4,Albertville 1992,1972.0,"


2

S

",51
Sarah HUGHES,1,Salt Lake City 2002,1985.0,"


1

G

",38
Michelle KWAN,2,Nagano 1998,1980.0,"


1

S



1

B

",43
Stephan EBERHARTER,3,Albertville 1992,1969.0,"


1

G



2

S



1

B

",54
Andreas SCHIFFERER,2,Nagano 1998,1974.0,"


1

B

",49
Paul ACCOLA,5,Calgary 1988,1967.0,"


1

B

",56
Ed PODIVINSKY,3,Lillehammer 1994,1970.0,"


1

B

",53
Hilde GERG,3,Lillehammer 1994,1975.0,"


1

G



1

B

",48
Pernilla WIBERG,4,Albertville 1992,1970.0,"


2

G



1

S

",53
Isolde KOSTNER,3,Lillehammer 1994,1975.0,"


1

S



2

B

",48
Michael VON GRUENIGEN,4,Albertville 1992,1969.0,"


1

B

",54
Hans KNAUSS,3,Lillehammer 1994,1971.0,"


1

S

",52
Jure KOSIR,4,Albertville 1992,1972.0,"


1

B

",51
Alenka DOVZAN,3,Lillehammer 1994,1976.0,"


1

B

",47
Zali STEGGALL,4,Albertville 1992,1974.0,"


1

B

",49
Sonja NEF,2,Nagano 1998,1972.0,"


1

B

",51
Sebastien AMIEZ,3,Lillehammer 1994,1972.0,"


1

S

",51
Ole Christian FURUSETH,4,Albertville 1992,1967.0,"


1

S

",56
Picabo STREET,3,Lillehammer 1994,1971.0,"


1

G



1

S

",52
Samppa LAJUNEN,2,Nagano 1998,1979.0,"


3

G



2

S

",44
Jens GAISER,2,Salt Lake City 2002,1978.0,"


1

S

",45
Marcel HOEHLIG,1,Salt Lake City 2002,1979.0,"


1

S

",44
Kenji OGIWARA,4,Albertville 1992,1969.0,"


2

G

",54
Tristan GALE,1,Salt Lake City 2002,1980.0,"


1

G

",43
Lea Ann PARSLEY,1,Salt Lake City 2002,1968.0,"


1

S

",55
Alex COOMBER,1,Salt Lake City 2002,1973.0,"


1

B

",50
Nina GAVRILJUK,4,Calgary 1988,1965.0,"


3

G



1

B

",58
Bente SKARI,3,Lillehammer 1994,1972.0,"


1

G



2

S



2

B

",51
Stefania BELMONDO,5,Calgary 1988,1969.0,"


2

G



3

S



5

B

",54
Brigitte ALBRECHT LORETAN,4,Albertville 1992,1970.0,"


1

B

",53
Olga DANILOVA,3,Albertville 1992,1970.0,"


2

G



1

S

",53
Larissa LAZUTINA,4,Albertville 1992,1965.0,"


5

G



1

S



1

B

",58
Per ELOFSSON,2,Nagano 1998,1977.0,"


1

B

",46
Erling JEVNE,4,Albertville 1992,1966.0,"


1

G



1

S

",57
Mikhail IVANOV,1,Salt Lake City 2002,1977.0,"


1

G

",46
Peter SCHLICKENRIEDER,2,Lillehammer 1994,1970.0,"


1

S

",53
Anita MOEN,3,Lillehammer 1994,1967.0,"


3

S



2

B

",56
Andrea HUBER,2,Nagano 1998,1975.0,"


1

B

",48
Thomas ALSGAARD,3,Lillehammer 1994,1972.0,"


5

G



1

S

",51
Fabio MAJ,2,Nagano 1998,1970.0,"


2

S

",53
Kristen SKJELDAL,3,Albertville 1992,1967.0,"


2

G



1

B

",56
Niklas JONSSON,4,Albertville 1992,1969.0,"


1

S

",54
Sami REPO,3,Lillehammer 1994,1971.0,"


1

B

",52
Svetlana NAGEJKINA,4,Calgary 1988,1965.0,"


1

G

",58
Trond Einar ELDEN,3,Albertville 1992,1970.0,"


1

S

",53
Christian HOFFMANN,2,Nagano 1998,1974.0,"


1

G



1

B

",49
Fabienne REUTELER,1,Salt Lake City 2002,1979.0,"


1

B

",44
Shannon DUNN-DOWNING,2,Nagano 1998,1972.0,"


1

B

",51
Nicola THOST,2,Nagano 1998,1977.0,"


1

G

",46
Stine Brun KJELDAAS,2,Nagano 1998,1975.0,"


1

S

",48
Ross POWERS,2,Nagano 1998,1979.0,"


1

G



1

B

",44
Jarret THOMAS,1,Salt Lake City 2002,1981.0,"


1

B

",42
Daniel FRANCK,2,Nagano 1998,1974.0,"


1

S

",49
Lidia TRETTEL,2,Nagano 1998,1973.0,"


1

B

",50
Heidi Maria RENOTH,2,Nagano 1998,1978.0,"


1

S

",45
Marc GAGNON,3,Lillehammer 1994,1975.0,"


3

G



2

B

",48
Wei GUO,1,Salt Lake City 2002,1983.0,"


1

B

",40
Steven BRADBURY,4,Albertville 1992,1973.0,"


1

G



1

B

",50
Dong-Sung KIM,2,Nagano 1998,1980.0,"


1

G



1

S

",43
Nicky GOOCH,4,Albertville 1992,1973.0,"


1

B

",50
Jonathan GUILMETTE,3,Nagano 1998,1978.0,"


1

G



2

S

",45
Chunlu WANG,2,Nagano 1998,1978.0,"


2

S



1

B

",45
Isabelle CHAREST,3,Lillehammer 1994,1971.0,"


1

S



2

B

",52
Mara ZINI,2,Salt Lake City 2002,1979.0,"


1

B

",44
Min-Jin JOO,1,Salt Lake City 2002,1983.0,"


1

G

",40
Amy PETERSON,5,Calgary 1988,1971.0,"


1

S



2

B

",52
Kai FENG,2,Nagano 1998,1978.0,"


2

B

",45
Nicola FRANCESCHINA,3,Nagano 1998,1977.0,"


1

S

",46
Jochem UYTDEHAAGE,1,Salt Lake City 2002,1976.0,"


2

G



1

S

",47
Gretha SMIT,2,Salt Lake City 2002,1976.0,"


1

S

",47
Lyudmila PROKASHEVA,4,Albertville 1992,1969.0,"


1

B

",54
Gianni ROMME,2,Nagano 1998,1973.0,"


2

G



1

S

",50
Kjell STORELID,3,Lillehammer 1994,1970.0,"


2

S

",53
Emese HUNYADY,6,Sarajevo 1984,1966.0,"


1

G



1

S



1

B

",57
Catriona LE MAY DOAN,4,Albertville 1992,1970.0,"


2

G



1

B

",53
Monique GARBRECHT-ENFELDT,4,Albertville 1992,1968.0,"


1

S



1

B

",55
Susan AUCH,4,Albertville 1992,1966.0,"


2

S

",57
Adne SONDRAL,4,Albertville 1992,1971.0,"


1

G



1

S



1

B

",52
Ids POSTMA,2,Nagano 1998,1973.0,"


1

G



1

S

",50
Rintje RITSMA,5,Albertville 1992,1970.0,"


2

S



4

B

",53
Gerard VAN VELDE,3,Albertville 1992,1971.0,"


1

G

",52
Sergey KLEVCHENYA,4,Albertville 1992,1971.0,"


1

S



1

B

",52
Manabu HORII,3,Lillehammer 1994,1972.0,"


1

B

",51
Aidyn SMAGULOV,1,Sydney 2000,1976.0,"


1

B

",47
Manolo POULOT RAMOS,2,Atlanta 1996,1974.0,"


1

B

",49
Anatoly LARYUKOV,2,Sydney 2000,1970.0,"


1

B

",53
Kenzo NAKAMURA,2,Atlanta 1996,1973.0,"


1

G

",50
Huseyin OZKAN,1,Sydney 2000,1972.0,"


1

G

",51
Larbi BENBOUDAOUD,3,Atlanta 1996,1974.0,"


1

S

",49
Georgios VAZAGKASVILI,3,Atlanta 1996,1974.0,"


1

B

",49
Girolamo GIOVINAZZO,2,Atlanta 1996,1968.0,"


1

S



1

B

",55
Yukimasa NAKAMURA,2,Atlanta 1996,1972.0,"


1

S

",51
Henrique GUIMARAES,3,Atlanta 1996,1972.0,"


1

B

",51
Makoto TAKIMOTO,1,Sydney 2000,1974.0,"


1

G

",49
Aleksei BUDOLIN,2,Sydney 2000,1976.0,"


1

B

",47
Nuno DELGADO,2,Sydney 2000,1976.0,"


1

B

",47
Djamel BOURAS,2,Atlanta 1996,1971.0,"


1

G

",52
David DOUILLET,3,Barcelona 1992,1969.0,"


2

G



1

B

",54
Shinichi SHINOHARA,1,Sydney 2000,1973.0,"


1

S

",50
Ernesto PEREZ LOBO,3,Barcelona 1992,1970.0,"


1

S

",53
Harry VAN BARNEVELD,3,Barcelona 1992,1967.0,"


1

B

",56
Lyubov BRULETOVA,2,Sydney 2000,1973.0,"


1

S

",50
Ann SIMONS,1,Sydney 2000,1980.0,"


1

B

",43
Anna-Maria GRADANTE,1,Sydney 2000,1976.0,"


1

B

",47
Sibelis VERANES,1,Sydney 2000,1974.0,"


1

G

",49
Kate HOWEY,4,Barcelona 1992,1973.0,"


1

S



1

B

",50
Ulla WERBROUCK,3,Barcelona 1992,1972.0,"


1

G

",51
Lin TANG,1,Sydney 2000,1976.0,"


1

G

",47
Emanuela PIERANTOZZI,3,Barcelona 1992,1968.0,"


1

S



1

B

",55
Simona Marcela RICHTER,3,Barcelona 1992,1972.0,"


1

B

",51
Heidi RAKELS,2,Barcelona 1992,1968.0,"


1

B

",55
Hua YUAN,1,Sydney 2000,1974.0,"


1

G

",49
Seon-Young KIM,1,Sydney 2000,1979.0,"


1

B

",44
Mayumi YAMASHITA,1,Sydney 2000,1975.0,"


1

B

",48
Christine CICOT,2,Atlanta 1996,1964.0,"


1

B

",59
Legna VERDECIA,3,Barcelona 1992,1972.0,"


1

G



1

B

",51
Noriko NARAZAKI,2,Atlanta 1996,1972.0,"


1

S



1

B

",51
